63742.6 13940.6 60618.9 63160.9 6001.42 100785 47605.2 78916.7 55954.6 17818.5 51122.4
30572.3 50341.3 2159.47 88810.3 71004 100611 72113 55288.8 59078.3 123163 7266.71
9189.63 79301.6 73919.6 27548.7 27200.4 77999.2 114295 91327.9 57282.6 54276.3 105269
117903 117438 111272 94926.3 41282.2 66427.4 27119.7 59101.8 117551 57693 109444
119711 22742.2 56686.9 96561.2 94856.2 111977 31878.3 94257.8 119244 41068.9 49798.3
69402.9 68618.7 76999.7 23641 59152.5 44566.4 80924.6 113430 26074.6 75066 107107
13585.3 46231.1 24628 80013.7 73351.8 83730.8 73803.4 7283.7 69413.7 69753.5 30026.9
2339.44 42553.5 1121.95 114317 74432.9 95380.7 109800 115503 21417.9 55442.2 60360.4
98418.5 79084.1 119514 19223.8 36247.6 109182 45299.4 111315 92528.3 58885.7 33784.5
117157 15138.3 107137 77126.9 88942.7 114422 22779.4 34935 20687.7 25119.9 77489.6
21810.7 15675.9 28161.3 117192 1715.12 19903 14849.1 57158.3 80264.3 113269 12481.3
76017 8731.28 48729.9 61438.4 54031.7 36283.3 30205.5 112918 70068.7 23601.6 4295.57
53444.9 100729 93239.3 44105.7 123510 4413.15 64794.5 24868.6 81903.7 86606.2 40545.5
110066 80037.4 42261.6 6207.89 94887.6 99420.9 86473.2 84395.1 111903 38729.1 93127.4
36871.9 100168 23397.9 73156.1 6612.77 12555.2 19463.7 30215.4 16851.8 72909.6 7183.68
110092 117016 6932.42 114506 58049.6 31802 72648.8 20894.7 72348.5 58953.7 100933
114611 65162.6 72059.5 90270.8 27874.6 32693.5 78412.8 66604.7 2059.71 115286 43012
25458.6 64680.6 49625.8 38014.8 84145.3 79842.2 54867.6 33293.8 87026.8 41198.4 26548.9
93960.3 31943.5 84599.6 2001.16 104593 105495 74350.7 39785.8 82667.2 65200.6 104949
30965.6 31710.3 9062.8 63660 110124 75668.5 65720.8 101649 118682 91180.4 42568.2
44546.2 5434.05 2952.36 627.242 60302.6 36247.1 87655.1 101502 62797.1 57854.2 9684.36
23635.5 59856.4 114279 5369.62 10445.9 30303.2 88037.8 75647.5 11491.4 119004 107359
20555.2 58903.3 93721.8 96224.7 862.874 71609.3 91145.1 92044.3 114178 11930.2 97479.3
117132 12558.4 34020.8 29617.9 100215 11761.7 92415.9 34307.6 21447.1 116052 94164.9
11964.5 121423 104612 42268.7 85699.8 56498.2 53761 80943 40095.9 74317.2 16085.1
10056.5 46780.7 16949 81666.9 14164.7 108994 72084.2 26095.9 82712.4 65454.9 38655.3
116734 95073.8 15108.7 4734.74 63728.6 49417.2 26182.8 56019.9 19821 38148.3 53681.9
671.634 80418 15620.5 57170.8 10417.9 96564.5 97267.7 84736.1 112651 107325 7755.66
5838.42 65230.9 21921.4 114834 13554 48018.2 73784.9 79009.9 86674.5 66758 50322.6
101784 71493.7 114052 27440.3 97677.5 46310.9 47262.2 12064.6 99993.8 47934.9 92483.6
115615 105107 102902 88418.6 78613.2 63877.4 77308 62177.3 71634.1 83147.5 3647.04
93556.4 74220 17202 17813.5 24243.7 96213 104489 91002.7 22774.4 82512.1 38735.3
13065.3 109953 12651.6 59377.2 33454.4 24717.3 35609.9 81390.3 117202 27464 62735.8
96343.2 115884 17587.9 36459.5 69430.5 79766.2 108095 28816.8 83414.2 77889.9 103038
100617 95704.4 3520.35 73069.1 76432.3 94524.1 95844.4 35183.3 9498.16 108911 21375.5
22150.8 44526.9 54830.9 46869 80137.7 12460.1 40309.7 107603 75196.9 12891.8 99725.2
92785.8 49352.3 45394.5 48790.8 33685.7 74212.3 8443.89 111577 53488.9 109062 83519.8
57010.2 58370 36191 27773.1 30453.3 71375.2 37272.3 15602.9 92751.7 59424.1 60130.8
23821.5 106294 16507.4 36282.5 22842.7 348.974 111480 35735.5 100075 80505.1 85088.8
21708.5 5534.82 118776 95921.8 13979.7 106591 25649.5 123043 66349.7 82660.8 57651.7
102542 110435 88106 50155.8 23946.1 103710 19146.3 83371.1 40079.6 42968.8 65904.1
56588 79252.3 88747.8 56937.9 66971.6 722.166 33251.9 23715.6 85812 54961.4 29251.4
80826.4 27122.1 43232.1 63656.3 52772.6 42513.8 6244.81 11672.2 100166 108787 122108
64511.4 35182.1 22293.1 44460.1 54329.4 105665 84540.7 97299.2 47808.2 17367.5 52790.3
12794.8 74306.5 119763 13518 107559 19717.3 99331 38759.7 48969.7 56396.2 65882.8
92202.8 120053 118656 10955.5 2537.16 6567.47 111123 111326 4914.46 51873.1 22746.6
27208.5 96334.3 77077 9112.58 57113.9 50615 56921.7 74482.4 103406 69717.5 25027.7
99408.1 83236.5 8825.96 119126 58806.3 47586.7 44335 115204 113470 12776.6 111496
108366 23733.1 114034 114934 11094.9 101599 119850 62969 583.963 23297 35542.2
77662 32410.6 92657 4515.81 89333.3 43378.3 107923 35289.7 68407 83570 118527
77234 78935.3 53572.3 1059.47 123271 45014.7 114531 12286.7 32749.4 99135.4 36020.8
23022.3 90308.4 47116.7 859.664 86396.9 110087 1444.63 109695 21867.8 79107.6 18344.3
114526 83624.4 107679 34143 67786.4 19207.1 102551 27595.2 13973.1 56023.8 106532
67546.5 57084.3 106042 112562 47854 118329 21550.4 23228.3 30589 44573.7 113538
77706.8 45434.4 76173.5 64032.4 46880 62107.2 85901.2 2226.43 80452.5 76665.9 85851.8
64370 110810 29877 83578.1 89599.7 57473.3 97552.2 21862.4 40243.6 41337.5 78947.6
22524.1 30138.5 3040.52 17092.3 51689.9 26269.8 47682.3 96264.6 16046.4 1627.89 17937.9
92220.9 65661.3 64818.8 30567 27801.3 67046.3 111020 104468 29137 51629.3 91517
59015 11446.2 57355.6 116489 108999 79219 32971.7 26575.8 34405.5 55496.8 56715.3
37447 72590 108406 63717.8 120273 80909.7 79765.2 121902 98848.6 48225 63802.3
39906.3 78793 91604.7 106954 66052.3 72311.8 12329.3 117683 40067.6 71345.3 5367.68
97424.2 64073.4 114368 52882 97046.1 17182.8 87288.4 28781.8 73899.1 974.256 101373
58544.1 64693 97884.9 15692.7 20697.1 96026 114542 68923.1 36067.2 30687.3 23954.9
3910.67 13879.7 90008.2 76223.4 26210.1 83929.7 116292 97556.4 89298.3 89955 37868.7
79905.3 19075.9 11153.6 97089 106365 39936.4 47227 107341 17548 105772 48272.5
115434 121466 68970.6 87698.8 112247 14132.5 4.80168 19173.1 38088.4 3916.47 33053.8
4335.5 80140.9 59264.9 88266.2 72671.8 33060.1 53803.3 38865.7 70929.8 9947.5 57942.5
82084.4 107038 40546.7 122022 30503.4 24126.1 15808.7 12514.3 72399.6 7481.52 10218.9
17609 95181.3 122467 31742.6 95187.1 17878.7 69832 99104.6 50933.5 74168.5 55484.3
110199 38673.5 4394.94 19498.3 92477.9 43261.6 90429.1 102426 101205 48752.4 85702.8
17990.7 47013.1 116207 42117.8 62822.8 4960.26 114518 70305.3 15180.2 8366.29 41725.5
13885.8 40109.9 13151.4 31765.4 109943 112257 82699.9 60350.2 43980.2 69138.1 99024.7
48376.1 88637.4 67741.4 91638.7 55305.3 46406.7 69082.7 104059 8348.27 87074.4 27310.7
794.246 5431.08 90134.4 5755.51 119950 36678.6 20936.7 4555.62 78405.1 34823.4 44666.5
91557.5 66589.9 30848.2 80053.4 25528.6 91199.4 272.418 94667.7 66463 48649.6 59544
10443.3 16527.2 114850 56851 85610.9 95147.9 65200.2 48924.2 122460 65995.5 54356.2
88832.8 71752 50545.6 1750.25 92689.7 55102.2 80156.3 3751.97 99769.7 47952.7 70342.9
6856.74 4244.89 95872.5 98057.2 4518.3 66779.1 40759 53168.9 2561.87 51203.3 69697
117413 108055 31546.8 88799.9 49494.4 80471.9 87498.3 115491 11067 52569.9 63481.7
61613.6 54321.2 32410.2 116717 10716.3 36163.2 92725.3 58670 106507 99583.1 62915.9
78618.4 73879.1 67435.2 21636.3 114639 120605 24199.2 42081.3 66540.9 17851.2 26375.5
98088.7 106652 75870.9 54799.5 70389.2 67600.6 65867.5 122960 7321.18 3719.92 53520.1
39732.4 120438 64237.5 75896.6 89401.9 122908 58642.6 65223.8 62063.2 13499.8 15341.7
5737.26 35137.2 6219.69 2581.16 59337.4 48302 69123.1 77189.6 74678.5 43450.6 60080.6
26788.2 98251.1 6708.65 94389.8 40357.4 5907.62 101712 44078.4 59428.8 17683.2 40754.9
123667 93580.9 6395.67 122815 28462.3 71620.5 61116.6 41963.1 86963.2 66854.9 77101.3
93183.9 69437 12677.6 17724.7 14799 89868.2 92404.2 58250.6 26187.6 119193 32740.6
32897.2 89822 73099 38805.9 67772.8 117178 98235.6 85457 34172.2 98141.7 55276.7
40568.9 97195.1 83740 112190 34550.6 1941.97 75392.4 101406 79044.3 44815.1 47082.4
91722.8 62540.8 61882.4 57829.9 31183.8 120134 84018.5 26616 29113.4 116917 116439
102213 31961.4 60450.6 95630.7 6435.91 22146.4 6041.79 104579 77424.1 46611.6 78012.6
37403 35040.8 112564 39346 110434 90209.6 118391 31488.1 13530.8 86352.9 94029.9
75414.2 20421.6 1452.62 71787 104441 28069.7 100901 97596.6 20747.5 79353.8 5796.92
81199.1 51223.4 12233.8 103347 57266.2 116813 57009.6 103879 71064.9 94413.6 15158.5
59868 9998.4 1831.53 26316.4 4628.49 33320.6 39848.2 90982.4 3589.42 115263 111405
5043.04 63289.3 92085 33113.7 40429.6 65920.5 53862.2 119784 71718.4 11300.2 47246.7
83953.2 114648 104514 77005.5 47896.3 84631.6 24309.3 18548.7 99791.1 84178.3 28548.1
101624 110496 33177.6 11183.2 26582.8 398.881 14773.6 18085 111805 19817.6 81375.3
80128.8 52932.3 121806 22288.1 106796 117829 94007.5 118097 41314.8 54199.6 108984
22067.5 7444 33118.7 106700 31754.3 51668.4 82730.1 115934 80217.5 60592.6 102668
113396 71776.8 5489.84 113796 86551.3 23575.9 101840 106370 104952 58207.4 35541.1
102997 80496.5 18575.6 97065 50742.9 12911.2 14618.6 104943 121896 36687.1 112388
31253.2 19626.1 20381.6 82922.6 102357 12554.1 39379 39188.7 115223 29014 110966
120714 19048.8 73756.6 20528.9 120890 56365.4 1719.9 55335.9 91907.6 104718 12071.2
110484 78021.7 62815.1 123396 92641.2 43997.4 121531 5567.18 32624.7 29023 25194.3
53007.4 111947 3790.29 65562.5 27564.5 42979.9 57024.7 56579.4 30185.2 53977.7 75629.2
103943 74507.6 72757.7 36547.1 76228.5 4332.39 4693.54 57185.2 16404.6 115179 11445.7
79220.7 114814 104088 123219 112584 109656 32082.7 17845.5 11089.2 85091.1 6030.98
14880.5 26892.5 33596.4 57861.4 83918.1 90176.9 88047.6 14134.7 42044.9 68229.3 88643.2
114804 104777 41110.6 119137 109472 98296.7 11780.5 100890 109743 91002.2 91942.2
90070.2 90460.2 80764.7 75965.1 122544 98611.2 87055.3 83873.9 104643 101937 110767
14478.5 36037.1 70924.3 104656 323.576 85060 22940.2 68553.9 49942.1 13982.6 49570.2
91053.6 9358.49 35281.1 65589.2 21140 12409.4 51571.4 112143 104353 17880.4 78842.2
61356.2 93846.5 77624.9 36206.3 57140.7 37737.6 17088.3 35316.4 24743.8 31567.8 71354.4
95669.1 12463 71679 56967.9 35404.2 16471.8 106911 49387.8 66043 74203.4 58747.3
101325 16031.4 79888.3 113735 67603.9 68270.3 94327 85485.3 23351.3 31922 55570.7
100977 68129.3 112712 14953.7 85218.6 24267.6 39698.4 116787 95623.1 11606.4 5489.32
43540.9 68575.2 40894.5 60013.7 51725 90283.3 2295.51 2167.29 25269.5 103622 18199.7
105159 93595.9 85804.6 49667.9 64161.7 47528.8 73020.1 96084.7 103100 50236.2 40452.9
92051.8 65190.9 1910.37 116320 104890 118699 88182.3 116498 426.979 7962.05 61311.8
41322.5 67976.7 113038 7844.63 70273.2 115206 33115.1 50133.6 9644.66 14512.7 19968.4
95450.3 64181.5 84131.1 19217.9 13440.5 56454.6 122319 63677.7 96908.5 90610 5107.41
98819.9 83169.3 109999 93757.6 47590.4 102735 94185.5 55553.5 40285.8 11746.9 123531
29562.5 19592.5 70043.3 21007.4 52708.6 120178 30653.1 67222.3 16385.1 2342.18 7642.62
100517 21561.1 21084.1 33210.7 20119.3 84762.8 6358.09 110730 89871.2 105179 70138.4
76108.8 75175.4 117730 55082.9 45599.8 49522.1 95369.7 57347.7 49292.2 1171.04 76941.2
119336 22179.4 5888.62 115753 52833.5 73111.9 8377.2 55176.7 80755.5 108895 76738.8
101841 18345 96859.1 62842.3 24704.1 83828.3 28952.4 6121.91 30205.6 105062 81298.3
24174.3 36383.9 3136.98 73697.4 7992.5 60485.7 122991 9164.54 13665.7 118566 31345
19555.3 110558 84179.5 92668.2 118936 15595 49662.5 104070 92334.8 27742 122416
65432.7 90585.3 23359.3 25499.8 119539 29482.2 55706.4 100840 110782 79881.7 13462.5
113920 29817.9 21456 50644 29047.4 30621.5 64310.7 23852.1 61967.5 83867 10648.9
22385.9 52774.1 5823.96 37981.9 102438 109895 6555.52 6418.4 108551 71989.2 97004.7
8148.81 97490.1 92782.2 37632 29435.3 69860.8 24652.4 109318 83324.3 14810.8 15374.7
104781 65455.8 44423.1 11641.6 6005.39 68276.2 73610.2 89873.4 78926.2 95997 18886.3
84751.1 10217.8 121325 70885.4 16774.3 3982.15 55674.9 88764.5 100988 63824.7 62493.4
70008.9 101458 91929.8 16108.5 2348.98 77486.6 99433.8 17160.8 92862.3 80453.9 82617.6
13524.3 92096.5 88624 81801.5 41945.5 54736.3 36966.6 14181.4 73623.6 121719 24400.1
71187.3 68842.9 41175.4 75170.5 756.666 6178.81 52397.2 64582.4 68673.2 122407 42278.9
36841.9 14754.4 44628.9 114329 114189 61790.7 83430.6 70881.9 20647.1 96955.9 39217.3
109272 54996.3 81163.8 40247.2 91963.9 95346.2 113872 89921.4 119747 61298 35003.2
37161.6 12707.3 35760.9 43341.4 65105.5 100344 112016 63751.4 18862 25096.4 78506.8
63491.9 15664.7 68934.8 1521.43 99096.3 16055.6 22169.5 72291.1 55273.9 7680.49 3526.27
12676.5 47928.7 95491.2 108024 38039.3 61651.4 104010 99338.3 96655.7 17410.4 112047
8655.39 60752.8 53390.9 109001 49007.3 117143 4101.49 74104.7 71888.9 67594.4 89770.4
17062.6 69116.8 65105.6 33119.2 91287.4 13635.5 88394 98968.9 17162.8 101072 23136.4
112655 85334.1 61176.8 50545.2 65582.8 36753.9 23439.7 82994.1 25039.3 32096.1 19985.8
78431.3 17335.6 68994.1 71813.4 21438.1 19337.7 19941.1 89033.5 109109 37004.7 34389.2
50453.5 70124.9 1915.38 64090 34757.7 100885 81253.7 12068.1 260.515 70147.5 97403.2
61438.3 120694 39224.8 98193.2 20372.3 122220 123234 52469.4 18444.6 77903.6 69806
87439.7 25955.9 91245.1 106778 45898 56517.4 92126.2 82903.7 90907.6 18818.6 29267.5
92824 82909.5 64026.2 69948.1 40402.1 76095.3 70209.6 110551 49737.3 7886.69 107483
88963.1 106081 4094.37 87421.9 105553 56564.8 105867 59695.7 2609.64 69546 85652.6
93855.7 52563.2 7789.43 26612 20928.3 90694.2 117521 39747.9 119963 86583.4 122658
60227.6 32770.3 39299.4 12561.8 102981 26088.9 62300.1 110869 9810.93 27502 93188.3
13906.3 114925 74980.3 70472.1 97031.2 10914.9 73082.7 42816.1 96568.5 43177.3 95380.3
104359 69790.3 116310 71291.9 63549.7 32296.3 67493.4 26372 31193.6 3959.89 59143.3
70494 16522.7 38363 96583.8 78823.7 25470.4 106396 106327 118660 120303 97490.5
69878.9 67014 70760.6 80794.8 16335.6 113578 53602.1 59513.9 85196.8 34199.9 5543.04
77745.3 105493 69093.8 110043 49225 95466.7 17475 53185.9 30848.9 87970 69709.6
69212.8 60792.7 24772.2 94684.2 43427.3 7337.82 89582.7 39969.2 104829 35700.5 106984
51828.7 116496 123321 41645.2 46337.2 59073.5 3080.9 80538 64617.5 80827.2 62269.7
9950.15 67108.6 111496 105418 84584.6 40920.5 12505.6 48793.5 110631 81719.5 109587
11642.2 52642.5 29253.3 18981 18464.1 69223.5 49.1968 54165.6 52446.5 51878.9 46900.7
52006.1 93525.2 93238.8 111081 96607.1 50015.7 51937 53673.1 112286 61888.1 120783
100021 43544.9 81606.2 17180.4 56051.5 6638.5 4050.37 14009.8 116227 15693.6 66653.3
21718.8 34675.6 85118.4 90943.2 34725.8 15522.9 19628.6 86605.7 62424.5 71635.7 56369.8
31902.2 58955.1 29215.7 81918.9 110893 82889.8 70444.2 49020.1 79911.3 46704 92565.9
37756.4 63885.4 24856.3 44395.9 67936.7 38867 36861.4 83631.3 105521 58581.2 118308
66878.7 25763.2 29272.6 82402.5 45392.8 115879 21065.9 117030 48488 52969.1 52223.5
77704.7 11126.9 39355.4 36833.3 81572.1 88376.5 116746 4514.94 57181.2 30740.9 68401.3
82038.5 75137.8 12576.9 120907 112000 96209.2 102667 46820.2 90756 45784.3 72584.4
120030 4425.66 117978 112148 25492.6 111247 36874.6 78462.7 39708.9 114580 89590.6
79065.3 27652.5 47401.6 43680.6 20637 51917.5 100863 51378.9 120320 59140.2 2755.54
9135.59 56285.6 114757 105346 35191.2 37815.7 72340.7 80976.5 110401 68609.2 85403.2
104618 56995.8 110897 92103.6 93871.5 65598.3 8051.4 84690.6 31427.8 87117.7 112344
78830.4 7037.23 9219.95 6986.71 107901 60599.9 3545.38 43280.2 63356.4 12682 99566.9
54351.9 118029 10996.9 92168.7 66608.4 91974.4 78808.6 11456.4 53616.4 59665.7 68453.3
40752 28008.1 38563.6 106351 36060.5 123255 14018 123179 111838 92849.4 6455.35
121059 99837.1 114357 57897.8 103383 33876.6 121255 116066 9682.26 51846 110334
20680.2 20253.5 53181.3 112656 99063.1 64638.7 42510.9 34967.6 9330.8 83264 62976.8
47895.4 65854.2 99038.3 47389.4 79873.2 98456.4 35466.4 48961.4 104913 32764.4 25037.3
95509.1 90663.2 4659.61 5624.49 88157.2 120727 15307.8 16242.1 107300 35989 36496.6
36720.1 24883.5 11798.6 101360 67395.4 46767.2 110692 26898.2 109745 34825.8 92753.4
85022.1 82216.2 48865.4 59717.4 117684 97827.8 40869 26686.8 122866 12616.9 117351
3764.61 18242.4 81747.1 730.475 33551.2 97990.2 108031 69541.1 10725.6 20990.3 94425.6
22525.2 122351 38059.8 69293.4 109281 64959.1 55277.3 20346.1 33951.3 16538.2 102563
82817.8 76256.6 96485.8 56884.5 117127 123174 55989.5 5982.41 116763 59755.1 24225.8
74749.4 60486.6 57778 48978.4 44756.8 3558.03 59705.1 65748.1 97984.6 82231.3 64338
12283.3 27763.6 49858.3 77243.4 83041.8 70205.4 111196 99581.1 49007.6 70252.4 52076.5
21732.2 3375.7 45442 21144.7 59366.2 51425.4 14147 119122 75652.2 88897.4 55847.7
9669.12 14114.6 100605 13228.1 73820.7 42592.4 111214 32290.8 106931 123498 60055.4
33028.7 76980.4 19336.1 103235 64414.9 118918 28481.5 10906.2 47233.5 50214.7 14282.9
92676.5 71360.4 73650 20340.8 85508.3 69011.1 95994 50644.5 1097.64 105664 64760.2
101704 118893 14819.7 20535.4 106346 47111.5 3705.69 106083 107168 36735.4 59302.1
2742.86 16209.3 123718 121662 44691.8 10863.1 45134.4 94907.5 25146.9 14049.8 42506.8
98798 34391.6 4253.98 44048 6624.43 54899.5 45146.6 112290 119661 23089.6 107422
10719.3 43626 90006.5 57831.8 47332.7 72328.2 41238.6 84069 7869.19 43982.5 100279
7826.08 41883.3 21210 18690.1 87018.7 116119 43838.1 101069 34864.2 18874.9 11699.9
39119.1 62923.9 18325.3 94019.7 108072 6853.76 89919.2 7399.95 114276 100640 51026.9
80521.9 34710.2 98360.6 29089 75949.8 58668.4 36959.1 119933 35186.6 44786.2 38055.4
56397.5 63477.4 1313 48754.9 107316 102383 83620.1 2430.25 114084 122740 65355.2
8648.56 92998.7 49665.5 15503.3 59156.8 57066.5 6018.66 36035.2 108094 86541.5 70746.3
82693.8 115631 22935 17601.1 28829.5 19107.1 52788.6 73616.7 57163.5 109187 13332.9
58477.5 34180.9 120650 37099.8 117802 123082 27423.1 116781 64675.6 36072.6 86018.6
114342 51576.9 21414.3 47647.5 57596.6 57450.4 31980.8 20377 4435.59 114676 12247.3
27371.5 8515.51 41077.8 46479.6 61305.1 114695 103644 46731.2 4267.23 38360.4 80913.1
1156.47 75461.3 74953.9 476.968 102885 67973.8 65153.6 15196.8 30231.3 55734.7 66774.7
51646.5 103383 610.13 109098 11602.8 20988.1 113535 2517.24 33236.4 17144.9 11033.8
74315.1 63625.5 72339.9 65249.4 43508.5 119072 69517.7 81869.9 76224 70675.1 33570
27416.8 71153.1 12694.2 95391.6 12545.6 27891.9 1861.75 68281.2 94667.6 53509.3 47903.3
95278.7 38846.1 59507.1 116268 28619.4 62025.3 25743.1 45765.3 73060.1 100059 109392
21638.8 41547.5 29139.2 16949.7 111066 111010 93174.8 57980.1 20818.9 120593 5372.09
33514.1 92223 17918.7 61407 94085.8 86200.9 32313.5 23833.9 10343 3831.1 62680.9
69851.1 120100 91301.4 8115.23 22081.8 13305.6 81176.3 122142 122698 102816 39928.4
28076.5 119767 27233.4 15325.4 89180.4 85214.5 36145.4 86011.8 90587.6 69660.5 54473.7
108507 7306.35 24798.4 70947 39620.9 48633.3 81291 43453 111315 27380.9 39791.7
78855.4 35497.1 61874.6 92162 116674 60255.5 91099.3 95729.4 100185 119177 91735.1
3657.04 10741 57154.4 88872.5 46887.4 19405.1 55698.9 116549 73879.8 40445 94.0114
98679.2 111393 39715.9 23551.3 68922.8 83169.8 11105.3 96304.7 122963 89961.7 8040.68
61076 58362.6 953.957 121332 25700.7 96684.3 97756.2 21116.3 64658.3 101414 31858.3
121814 66525.6 78746.6 17457.5 122226 71534.3 91338.3 38909.4 71629.3 66256.4 26541.2
111346 89808.6 95465 70754.8 100915 68008.6 69956.2 67115.5 76050.3 7271.1 1716.96
77005.2 4842.44 27418.7 49928.4 102600 48535.9 114588 80252.7 80395.2 112640 23017.1
35380.7 6336.57 21481.5 106916 97675.9 60391.9 54784.2 40171.1 86934.2 42369.2 6218.59
58638.1 113125 107135 2885.52 59320.1 50488.9 78936.8 66592.2 52206.9 32180.9 71435.6
79626.5 82110.3 50274.1 4401.3 72936.9 6765.66 84797.5 61815.9 29783.8 120179 68153.5
51266.3 103334 42068.2 111659 34357.1 82240.4 74832.3 76727.2 88460 9709.19 66091.1
71833.3 12595.7 1650.06 122323 91533.5 68243.3 50768.9 123715 15917.8 6634.29 82064.6
66192.9 11036.6 31240.3 72959.5 95835.1 93057.2 102744 92253.2 37449.5 30249.5 71826.1
79518.8 18147.6 106184 37998 92980.9 59150.3 2696.81 102691 1480.21 74531.1 115288
3131.27 73093.2 83060.2 71375.5 101.006 83014.4 87294.3 6736.3 41317.9 29726 17773.9
72559.2 102687 113610 41855.3 81669.8 82102 79305.8 111920 30167 35063.4 6306.75
12590 73062.4 99288.6 71741.2 75760.3 78218.6 73222.4 26530.2 69745.2 76354.7 99624.5
29044.2 23969.1 99726.5 112060 111264 106464 29616.4 17229.3 476.51 102177 119917
